id,text,misinformation_label,opinion_label,all_caps,exclamation_marks,hedging,adjectives,unk,annotator,exclamation_marks_bin,all_caps_bin,hedging_bin,adjectives_bin,unk_bin,jennifer,nicole,rachelle,shiao-li,split
100133,Transportation officials indicate that the interstate will remain closed through the weekend for repairs.,0,0,[],[],"[['indicate', 25, 33]]",[],[],AI_Gen,0,0,1,0,0,0,0,0,0,train
100134,The annual report shows that heat-related hospitalizations have increased significantly in urban centers.,0,0,[],[],[],[],[],AI_Gen,0,0,0,0,0,0,0,0,0,train
100135,Water levels in the reservoir have dropped to record lows after the driest summer in decades.,0,0,[],[],[],[],[],AI_Gen,0,0,0,0,0,0,0,0,0,train
100136,idk why anyone still lives in Florida bc these hurricanes are getting way too frequent. it’s exhausting.,0,1,[],[],[],"[['getting', 53, 60], ['exhausting', 81, 91]]",[],AI_Gen,0,0,0,1,0,0,0,0,0,train
100137,"tbh the way the media is covering this blizzard is so dramatic. it’s just snow ppl, calm down.",0,1,[],[],[],"[['covering', 27, 35]]",[],AI_Gen,0,0,0,1,0,0,0,0,0,train
100138,"I suspect the city council is just using the ""emergency fund"" for their own stupid projects. what a joke.",0,1,[],[],"[['suspect', 2, 9]]",[],[],AI_Gen,0,0,1,0,0,0,0,0,0,train
100139,literally crying bc the storm ruined my wedding plans. life is so fucking unfair sometimes.,0,1,[],[],[],"[['crying', 10, 16]]","[['fucking', 61, 68]]",AI_Gen,0,0,0,1,1,0,0,0,0,train
100140,It seems like the emergency sirens are louder than they used to be. My ears are ringing.,0,1,[],[],"[['seems', 3, 8]]","[['ringing', 79, 86]]",[],AI_Gen,0,0,1,1,0,0,0,0,0,train
100141,ffs the traffic on the I-5 is absolute dogshit today. everyone is panic buying and it’s a mess.,0,1,[],[],[],"[['buying', 75, 81]]","[['ffs', 0, 3], ['dogshit', 37, 44]]",AI_Gen,0,0,0,1,1,0,0,0,0,train
100142,I feel so bad for the homeless ppl during this heatwave. the city should provide more cooling centers.,0,1,[],[],"[['feel', 2, 6], ['should', 60, 66]]","[['cooling', 84, 91]]",[],AI_Gen,0,0,1,1,0,0,0,0,0,train
100143,honestly the response to the flash flood was pretty impressive. props to the first responders!,0,1,[],"[['!', 92, 93]]",[],"[['impressive', 61, 71]]",[],AI_Gen,1,0,0,1,0,0,0,0,0,train
100144,I reckon we won’t have power back until Tuesday. This company is a total disaster.,0,1,[],[],"[['reckon', 2, 8]]",[],[],AI_Gen,0,0,1,0,0,0,0,0,0,train
100145,damn the sky looks so eerie today with the smoke. feels like the end of the world tbh.,0,1,[],[],"[['feels', 54, 59]]",[],"[['damn', 0, 4]]",AI_Gen,0,0,1,0,1,0,0,0,0,train
100146,I think the evacuation order was way too late. They always wait until the last possible second.,0,1,[],[],"[['think', 2, 7], ['possible', 78, 86]]",[],[],AI_Gen,0,0,1,0,0,0,0,0,0,train
100147,why the hell is it so hard to get sandbags in this town? ppl are literally fighting over them. fml.,0,1,[],[],[],"[['fighting', 70, 78]]","[['hell', 8, 12], ['fml', 92, 95]]",AI_Gen,0,0,0,1,1,0,0,0,0,train
100148,it’s so heartless that the landlord is still demanding rent while the apartment is flooded.,0,1,[],[],[],"[['heartless', 8, 17], ['demanding', 45, 54], ['flooded', 81, 88]]",[],AI_Gen,0,0,0,1,0,0,0,0,0,train
100149,I hope everyone in the path of the storm stays safe. God bless.,0,1,[],[],"[['hope', 2, 6]]",[],[],AI_Gen,0,0,1,0,0,0,0,0,0,train
100150,"tbh I’m kind of enjoying the rain, even if it’s a bit much. better than that 100 degree heat!",0,1,[],"[['!', 91, 92]]",[],"[['enjoying', 19, 27]]",[],AI_Gen,1,0,0,1,0,0,0,0,0,train
100151,"ALERT: The government is using the ""wildfires"" to cover up a massive underground gas leak in the valley.",1,0,"[['ALERT', 0, 5]]",[],[],[],[],AI_Gen,0,1,0,0,0,0,0,0,0,train
100152,"Doctors warn that the ""red sun"" is actually a sign of the atmosphere being replaced with nitrogen.",1,0,[],[],[],"[['being', 75, 80], ['replaced', 81, 89]]",[],AI_Gen,0,0,0,1,0,0,0,0,0,train
100153,Leaked video shows the hurricane is actually a giant hologram used to test civilian fear levels.,1,0,[],[],[],[],[],AI_Gen,0,0,0,0,0,0,0,0,0,train
100154,URGENT: The water supply has been poisoned with a sedative to keep everyone calm during the transition.,1,0,"[['URGENT', 0, 6]]",[],[],"[['poisoned', 35, 43]]",[],AI_Gen,0,1,0,1,0,0,0,0,0,train
100155,"NASA admits that the ""meteor"" was actually a failed satellite launch from a secret private facility.",1,0,"[['NASA', 0, 4]]",[],[],[],[],AI_Gen,0,1,0,0,0,0,0,0,0,train
100156,"Statistics show that the ""drought"" is actually a plot by the UN to seize control of all private wells.",1,0,"[['UN', 61, 63]]",[],[],[],[],AI_Gen,0,1,0,0,0,0,0,0,0,train
100157,BREAKING: The governor has been replaced by an AI clone to manage the disaster response more efficiently.,1,0,"[['BREAKING', 0, 8], ['AI', 49, 51]]",[],[],"[['replaced', 29, 37]]",[],AI_Gen,0,1,0,1,0,0,0,0,0,train
100158,Reports indicate that the earthquake was triggered by a deep-sea mining explosion that went wrong.,1,0,[],[],"[['indicate', 8, 16]]","[['mining', 63, 69]]",[],AI_Gen,0,0,1,1,0,0,0,0,0,train
100159,IMPORTANT: The ash from the fires contains microscopic trackers that can be activated by 5G towers.,1,0,"[['IMPORTANT', 0, 9]]",[],"[['can', 73, 76]]","[['activated', 80, 89]]",[],AI_Gen,0,1,1,1,0,0,0,0,0,train
100160,"The UN is building a giant wall around the ""disaster zone"" to prevent people from ever returning.",1,0,"[['UN', 4, 6]]",[],[],"[['building', 10, 18], ['returning', 86, 95]]",[],AI_Gen,0,1,0,1,0,0,0,0,0,train
100161,WATCH: Security footage shows a blue laser starting the fire in the hills last night. TRUTH REVEALED!,1,0,"[['WATCH', 0, 5], ['TRUTH', 85, 90], ['REVEALED', 91, 99]]","[['!', 99, 100]]",[],"[['starting', 43, 51]]",[],AI_Gen,1,1,0,1,0,0,0,0,0,train
100162,"Scientists have discovered that the ""virus"" is actually a biological agent released by the smoke.",1,0,[],[],[],"[['released', 72, 80]]",[],AI_Gen,0,0,0,1,0,0,0,0,0,train
100163,Leaked documents prove the flood was intentional to destroy the voting records in the county office.,1,0,[],[],[],"[['voting', 65, 71]]",[],AI_Gen,0,0,0,1,0,0,0,0,0,train
100164,"NEW STUDY: The ""climate change"" fires are being set by government drones to clear land for new cities.",1,0,"[['NEW', 0, 3], ['STUDY', 4, 9]]",[],[],"[['being', 43, 48]]",[],AI_Gen,0,1,0,1,0,0,0,0,0,train
100165,ALERT: FEMA is using the hurricane to test a mass-forgetting frequency on the population tonight!,1,0,"[['ALERT', 0, 5], ['FEMA', 7, 11]]","[['!', 96, 97]]",[],"[['forgetting', 53, 63]]",[],AI_Gen,1,1,0,1,0,0,0,0,0,train
100166,"maybe the ""smoke"" is actually a healing vapor and the government is trying to hide it from us. think!",1,1,[],"[['!', 98, 99]]","[['maybe', 0, 5], ['think', 92, 97]]","[['healing', 32, 39], ['trying', 66, 72]]",[],AI_Gen,1,0,1,1,0,0,0,0,0,train
100167,"I suspect the ""missing"" children were taken by the military for experiments. this shit is sick.",1,1,[],[],"[['suspect', 2, 9]]","[['missing', 16, 23]]","[['shit', 86, 90]]",AI_Gen,0,0,1,1,1,0,0,0,0,train
100168,It seems pretty obvious the earthquake was a test for a new tectonic weapon. We are all lab rats!,1,1,[],"[['!', 95, 96]]","[['seems', 3, 8]]",[],[],AI_Gen,1,0,1,0,0,0,0,0,0,train
100169,"reckon the ""flood"" was a fake event to move us into FEMA camps. I’m not going without a fight.",1,1,"[['FEMA', 55, 59]]",[],"[['reckon', 0, 6]]","[['going', 69, 74]]",[],AI_Gen,0,1,1,1,0,0,0,0,0,train
100170,"idk, i feel like the red moon is a sign that the world is ending. the elites know the truth!",1,1,[],"[['!', 92, 93]]","[['feel', 9, 13]]","[['ending', 74, 80]]",[],AI_Gen,1,0,1,1,0,0,0,0,0,train
100171,the sirens are actually a frequency designed to make us sick. ffs it’s so obvious if you listen.,1,1,[],[],[],[],"[['ffs', 62, 65]]",AI_Gen,0,0,0,0,1,0,0,0,0,train
100172,I believe the government is steering these hurricanes to target red states. SHAMEFUL CONDUCT!,1,1,"[['SHAMEFUL', 77, 85], ['CONDUCT', 86, 93]]","[['!', 93, 94]]","[['believe', 2, 9]]",[],[],AI_Gen,1,1,1,0,0,0,0,0,0,train
100173,"it's possible that the ""emergency"" is just a way for them to implement martial law. WAKE UP PPL!",1,1,"[['WAKE', 84, 88], ['UP', 89, 91], ['PPL', 92, 95]]","[['!', 95, 96]]","[['possible', 5, 13]]",[],[],AI_Gen,1,1,1,0,0,0,0,0,0,train
100174,"honestly, the ""climate change"" fires are just a cover for land grabbing. they want us in 15min cities.",1,1,[],[],[],"[['grabbing', 72, 80]]",[],AI_Gen,0,0,0,1,0,0,0,0,0,train
100175,"i hope ppl realize the ""ash"" is actually a programmable material for mind control. SCARY SHIT!",1,1,"[['SCARY', 88, 93], ['SHIT', 94, 98]]","[['!', 98, 99]]","[['hope', 2, 6]]",[],"[['SHIT', 94, 98]]",AI_Gen,1,1,1,0,1,0,0,0,0,train
100176,maybe the reason the power is out is so they can install 6G towers without anyone seeing.,1,1,[],[],"[['maybe', 0, 5], ['can', 43, 46]]","[['seeing', 88, 94]]",[],AI_Gen,0,0,1,1,0,0,0,0,0,train
100177,"i suspect that the ""red sky"" is caused by a massive chemical spill they are lying about!",1,1,[],"[['!', 88, 89]]","[['suspect', 2, 9]]","[['lying', 77, 82]]",[],AI_Gen,1,0,1,1,0,0,0,0,0,train
100178,"it seems like the ""tsunami"" was actually a secret naval explosion from a foreign submarine.",1,1,[],[],"[['seems', 3, 8]]",[],[],AI_Gen,0,0,1,0,0,0,0,0,0,train
100179,ffs I reckon the gov is just using this storm to distract us from the new taxes. greedy bastards.,1,1,[],[],"[['reckon', 6, 12]]",[],"[['ffs', 0, 3], ['bastards', 90, 98]]",AI_Gen,0,0,1,0,1,0,0,0,0,train
100180,"I think the ""meteor"" was a crashed alien ship and they are covering it up right now. WAKE UP!",1,1,"[['WAKE', 86, 90], ['UP', 91, 93]]","[['!', 93, 94]]","[['think', 2, 7]]","[['covering', 58, 66]]",[],AI_Gen,1,1,1,1,0,0,0,0,0,train
100181,Update: The city’s reservoir has reached its lowest point in 40 years. Mandatory water restrictions are now in effect.,0,0,[],[],[],[],[],AI_Gen,0,0,0,0,0,0,0,0,0,train
100182,Seismologists indicate that the 4.1 magnitude tremor was felt as far as 50 miles from the epicenter.,0,0,[],[],"[['indicate', 14, 22]]",[],[],AI_Gen,0,0,1,0,0,0,0,0,0,train
100183,The proportion of residents returning to the evacuation zone has slowed due to debris on the roads.,0,0,[],[],[],"[['returning', 24, 33]]",[],AI_Gen,0,0,0,1,0,0,0,0,0,train
100184,50% of the forest fire in Lake County is now contained. Crews are expecting cooler weather to help tonight.,0,0,[],[],"[['expecting', 63, 72]]",[],[],AI_Gen,0,0,1,0,0,0,0,0,0,train
100185,"BREAKING: The governor signed the emergency relief bill, allocating funds for those displaced by the floods.",0,0,"[['BREAKING', 0, 8]]",[],[],[],[],AI_Gen,0,1,0,0,0,0,0,0,0,train
100186,Scientists at the university are monitoring the movement of the fault line following the recent quake.,0,0,[],[],[],"[['monitoring', 33, 43], ['following', 73, 82]]",[],AI_Gen,0,0,0,1,0,0,0,0,0,train
100187,"Public health officials suggest that residents wear masks while the smoke levels remain ""Hazardous.""",0,0,[],[],"[['suggest', 24, 31]]",[],[],AI_Gen,0,0,1,0,0,0,0,0,0,train
100188,Several schools in the district remain closed today as power restoration efforts continue. #LAweather,0,0,[],[],[],[],[],AI_Gen,0,0,0,0,0,0,0,0,0,train
100189,Air quality index hit a record high today in Salt Lake City. Experts say it’s the worst smog in a decade.,0,0,[],[],[],[],[],AI_Gen,0,0,0,0,0,0,0,0,0,train
100190,Headline: New data shows that coastal erosion has increased significantly following a series of winter storms.,0,0,[],[],[],"[['following', 75, 84]]",[],AI_Gen,0,0,0,1,0,0,0,0,0,train
100191,Local authorities confirm that the bridge on I-95 will be open by tomorrow morning. Travel with caution.,0,0,[],[],[],[],[],AI_Gen,0,0,0,0,0,0,0,0,0,train
100192,"The number of heat-related hospitalizations has risen by 15% this summer, according to recent medical data.",0,0,[],[],[],[],[],AI_Gen,0,0,0,0,0,0,0,0,0,train
100193,URGENT: The levee has been breached. Residents in the low-lying areas must evacuate immediately.,0,0,"[['URGENT', 0, 6]]",[],[],"[['lying', 61, 66]]",[],AI_Gen,0,1,0,1,0,0,0,0,0,train
100194,Meteorologists expect the storm to turn east before it reaches the coast. Monitoring remains constant.,0,0,[],[],"[['expect', 15, 21]]","[['Monitoring', 73, 83]]",[],AI_Gen,0,0,1,1,0,0,0,0,0,train
100195,Search teams have found the missing hikers. All are reported to be in stable condition at the local hospital.,0,0,[],[],[],"[['missing', 29, 36], ['reported', 46, 54]]",[],AI_Gen,0,0,0,1,0,0,0,0,0,train
100196,The proportion of homes with power has increased to 80% following the transformer repairs on Main St.,0,0,[],[],[],"[['following', 56, 65]]",[],AI_Gen,0,0,0,1,0,0,0,0,0,train
100197,Seismologists recorded a minor tremor of 3.2 magnitude near the border of Oregon early this morning.,0,0,[],[],[],[],[],AI_Gen,0,0,0,0,0,0,0,0,0,train
100198,tbh I’m so glad I moved out of the city before the floods hit. feeling blessed rn. stay safe ppl.,0,1,[],[],"[['feeling', 63, 70]]","[['blessed', 71, 78]]",[],AI_Gen,0,0,1,1,0,0,0,0,0,train
100199,"idc how much they fix the roads, the commute after a storm is always dogshit. ffs.",0,1,[],[],[],[],"[['dogshit', 69, 76], ['ffs', 78, 81]]",AI_Gen,0,0,0,0,1,0,0,0,0,train
100200,I suspect the mayor is hiding the true cost of the disaster to protect his reputation. what a joke.,0,1,[],[],"[['suspect', 2, 9]]","[['hiding', 23, 29]]",[],AI_Gen,0,0,1,1,0,0,0,0,0,train
100201,literally crying bc I lost everything in the fire. life is so fucking unfair. I hate it here.,0,1,[],[],[],"[['crying', 10, 16]]","[['fucking', 57, 64]]",AI_Gen,0,0,0,1,1,0,0,0,0,train
100202,It seems like the media is only showing the parts of town that aren't that bad. It's way worse here!,0,1,[],"[['!', 98, 99]]","[['seems', 3, 8]]","[['showing', 33, 40]]",[],AI_Gen,1,0,1,1,0,0,0,0,0,train
100203,ffs the sirens just went off again. I'm over this shit. I just want to sleep for once. #KSwx,0,1,[],[],[],[],"[['ffs', 0, 3], ['shit', 46, 50]]",AI_Gen,0,0,0,0,1,0,0,0,0,train
100204,I feel so bad for the animals left behind in the evacuation. my heart is literally breaking.,0,1,[],[],"[['feel', 2, 6]]","[['breaking', 81, 89]]",[],AI_Gen,0,0,1,1,0,0,0,0,0,train
100205,"honestly, the response to the hurricane was absolute dogshit. ppl are still without water 5 days later.",0,1,[],[],[],[],"[['dogshit', 53, 60]]",AI_Gen,0,0,0,0,1,0,0,0,0,train
100206,I reckon we won't see power back for a week. this company is a total disaster. fml.,0,1,[],[],"[['reckon', 2, 8]]",[],"[['fml', 80, 83]]",AI_Gen,0,0,1,0,1,0,0,0,0,train
100207,damn the sky looks so creepy with the red sun. feels like the end of the world tbh.,0,1,[],[],"[['feels', 49, 54]]",[],"[['damn', 0, 4]]",AI_Gen,0,0,1,0,1,0,0,0,0,train
100208,I think the warning was way too late. They always wait until the last possible second. so reckless.,0,1,[],[],"[['think', 2, 7], ['possible', 78, 86]]","[['reckless', 89, 97]]",[],AI_Gen,0,0,1,1,0,0,0,0,0,train
100209,why the hell is it so hard to get sandbags? ppl are literally fighting over them in the streets.,0,1,[],[],[],"[['fighting', 58, 66]]","[['hell', 8, 12]]",AI_Gen,0,0,0,1,1,0,0,0,0,train
100210,it’s so heartless that companies are raising prices during a state of emergency. SHAME ON THEM!,0,1,"[['SHAME', 84, 89], ['ON', 90, 92], ['THEM', 93, 97]]","[['!', 97, 98]]",[],"[['heartless', 8, 17], ['raising', 38, 45]]",[],AI_Gen,1,1,0,1,0,0,0,0,0,train
100211,I hope everyone stays safe tonight. This storm looks absolutely terrifying on the radar.,0,1,[],[],"[['hope', 2, 6]]","[['terrifying', 56, 66]]",[],AI_Gen,0,0,1,1,0,0,0,0,0,train
100212,"tbh I’m kind of enjoying the rain, even if my basement is slightly flooded. better than 100 degrees!",0,1,[],"[['!', 99, 100]]","[['slightly', 60, 68]]","[['enjoying', 19, 27], ['flooded', 69, 76]]",[],AI_Gen,1,0,1,1,0,0,0,0,0,train
100213,I suspect the city is lying about the number of deaths. they don't want people to panic.,0,1,[],[],"[['suspect', 2, 9]]","[['lying', 22, 27]]",[],AI_Gen,0,0,1,1,0,0,0,0,0,train
100214,watching the footage of the rescue workers is so inspiring. they are truly heroes.,0,1,[],[],[],"[['inspiring', 51, 60]]",[],AI_Gen,0,0,0,1,0,0,0,0,0,train
100215,"idk, I feel like the governor is just a total jackass who doesn't care about us. just my opinion.",0,1,[],[],"[['feel', 9, 13]]",[],"[['jackass', 41, 48]]",AI_Gen,0,0,1,0,1,0,0,0,0,train
100216,ALERT: Scientists have confirmed that the smoke from the fires contains tracking nanobots. DO NOT INHALE!,1,0,"[['ALERT', 0, 5], ['DO', 93, 95], ['NOT', 96, 99], ['INHALE', 100, 106]]","[['!', 106, 107]]",[],[],[],AI_Gen,1,1,0,0,0,0,0,0,0,train
100217,Leaked satellite data shows the hurricane was steered by a secret frequency emitter in the Atlantic.,1,0,[],[],[],[],[],AI_Gen,0,0,0,0,0,0,0,0,0,train
100218,"Doctors warn that the ""red sun"" is actually a sign of the atmosphere being replaced with toxic gas.",1,0,[],[],[],"[['being', 75, 80]]",[],AI_Gen,0,0,0,1,0,0,0,0,0,train
100219,BREAKING: The UN has officially started seizing private property in Oregon under the Climate Act.,1,0,"[['BREAKING', 0, 8], ['UN', 13, 15]]",[],[],"[['seizing', 41, 48]]",[],AI_Gen,0,1,0,1,0,0,0,0,0,train
100220,URGENT: The water supply has been poisoned with a sedative to keep the population obedient. DO NOT DRINK.,1,0,"[['URGENT', 0, 6], ['DO', 96, 98], ['NOT', 99, 102], ['DRINK', 103, 108]]",[],[],"[['poisoned', 35, 43]]",[],AI_Gen,0,1,0,1,0,0,0,0,0,train
100221,"Statistics show that the ""drought"" is actually a plot by the elites to control the food supply. WAKE UP!",1,0,"[['WAKE', 94, 98], ['UP', 99, 101]]","[['!', 101, 102]]",[],[],[],AI_Gen,1,1,0,0,0,0,0,0,0,train
100222,"NASA admits that the ""meteor"" was actually a crashed alien ship and they are covering it up right now.",1,0,"[['NASA', 0, 4]]",[],[],"[['covering', 75, 83]]",[],AI_Gen,0,1,0,1,0,0,0,0,0,train
100223,IMPORTANT: The ash from the fires contains trackers that can be activated by cell towers. SHARE NOW!,1,0,"[['IMPORTANT', 0, 9], ['SHARE', 93, 98], ['NOW', 99, 102]]","[['!', 102, 103]]","[['can', 59, 62]]","[['activated', 66, 75]]",[],AI_Gen,1,1,1,1,0,0,0,0,0,train
100224,Leaked video shows a blue laser starting the fire in the hills last night. TRUTH REVEALED!,1,0,"[['TRUTH', 77, 82], ['REVEALED', 83, 91]]","[['!', 91, 92]]",[],"[['starting', 35, 43]]",[],AI_Gen,1,1,0,1,0,0,0,0,0,train
100225,Reports indicate that the earthquake was triggered by a secret underground explosion. WATCH!,1,0,"[['WATCH', 88, 93]]","[['!', 93, 94]]","[['indicate', 8, 16]]",[],[],AI_Gen,1,1,1,0,0,0,0,0,0,train
100226,"The UN is building a giant wall around the ""disaster zone"" to prevent people from ever leaving.",1,0,"[['UN', 4, 6]]",[],[],"[['building', 10, 18], ['leaving', 86, 93]]",[],AI_Gen,0,1,0,1,0,0,0,0,0,train
100227,Leaked documents prove the flood was intentional to destroy the voting records in the city office.,1,0,[],[],[],"[['voting', 65, 71]]",[],AI_Gen,0,0,0,1,0,0,0,0,0,train
100228,Scientists have found that the vaccine contains a tracking chip that activates during solar flares.,1,0,[],[],[],[],[],AI_Gen,0,0,0,0,0,0,0,0,0,train
100229,URGENT: The government is using the hurricane to test a mass-forgetting frequency tonight. DO NOT SLEEP.,1,0,"[['URGENT', 0, 6], ['DO', 92, 94], ['NOT', 95, 98], ['SLEEP', 99, 104]]",[],[],"[['forgetting', 55, 65]]",[],AI_Gen,0,1,0,1,0,0,0,0,0,train
100230,"Statistics prove that the ""climate change"" fires are being set by drones with laser beams.",1,0,[],[],[],[],[],AI_Gen,0,0,0,0,0,0,0,0,0,train
100231,BREAKING: The UN has officially taken control of the US power grid under the Emergency Relief Act.,1,0,"[['BREAKING', 0, 8], ['UN', 13, 15], ['US', 46, 48]]",[],[],[],[],AI_Gen,0,1,0,0,0,0,0,0,0,train
100232,"I suspect the ""missing"" children were taken for experiments in the underground tunnels. shit is real.",1,1,[],[],"[['suspect', 2, 9]]","[['missing', 16, 23]]","[['shit', 90, 94]]",AI_Gen,0,0,1,1,1,0,0,0,0,train
100233,i reckon the gov is just using the drought as an excuse to seize our land. they are so greedy. shit is crazy.,1,1,[],[],"[['reckon', 2, 8]]",[],"[['shit', 97, 101]]",AI_Gen,0,0,1,0,1,0,0,0,0,train
100234,maybe the reason the sky is red is bc they are testing a new bio-weapon on us. idk feel like we are lab rats.,1,1,[],[],"[['maybe', 0, 5], ['feel', 84, 88]]","[['testing', 48, 55]]",[],AI_Gen,0,0,1,1,0,0,0,0,0,train
100235,it seems pretty obvious the earthquake was a test for a new tectonic weapon. we are all lab rats!,1,1,[],"[['!', 95, 96]]","[['seems', 3, 8]]",[],[],AI_Gen,1,0,1,0,0,0,0,0,0,train
100236,"reckon the ""flood"" was a fake event to move us into FEMA camps. I’m not going without a fight.",1,1,"[['FEMA', 55, 59]]",[],"[['reckon', 0, 6]]","[['going', 69, 74]]",[],AI_Gen,0,1,1,1,0,0,0,0,0,train
100237,"idk, i feel like the red moon is a sign that the world is ending. the elites know the truth!",1,1,[],"[['!', 92, 93]]","[['feel', 9, 13]]","[['ending', 74, 80]]",[],AI_Gen,1,0,1,1,0,0,0,0,0,train
100238,the sirens are actually a frequency designed to make us sick. ffs it’s so obvious if you listen.,1,1,[],[],[],[],"[['ffs', 62, 65]]",AI_Gen,0,0,0,0,1,0,0,0,0,train
100239,I believe the government is steering these hurricanes to target certain states. SHAMEFUL CONDUCT!,1,1,"[['SHAMEFUL', 80, 88], ['CONDUCT', 89, 96]]","[['!', 96, 97]]","[['believe', 2, 9]]",[],[],AI_Gen,1,1,1,0,0,0,0,0,0,train
100240,"it's possible that the ""emergency"" is just a way for them to implement martial law. WAKE UP PPL!",1,1,"[['WAKE', 84, 88], ['UP', 89, 91], ['PPL', 92, 95]]","[['!', 95, 96]]","[['possible', 5, 13]]",[],[],AI_Gen,1,1,1,0,0,0,0,0,0,train
100241,"honestly, the ""climate change"" fires are just a cover for land grabbing. they want us in smart cities.",1,1,[],[],[],"[['grabbing', 72, 80]]",[],AI_Gen,0,0,0,1,0,0,0,0,0,train
100242,"i hope ppl realize the ""ash"" is actually a programmable material for mind control. SCARY SHIT!",1,1,"[['SCARY', 88, 93], ['SHIT', 94, 98]]","[['!', 98, 99]]","[['hope', 2, 6]]",[],"[['SHIT', 94, 98]]",AI_Gen,1,1,1,0,1,0,0,0,0,train
100243,maybe the reason the power is out is so they can install 5G towers without anyone seeing.,1,1,[],[],"[['maybe', 0, 5], ['can', 43, 46]]","[['seeing', 88, 94]]",[],AI_Gen,0,0,1,1,0,0,0,0,0,train
100244,"i suspect that the ""red sky"" is caused by a massive chemical spill they are lying about!",1,1,[],"[['!', 88, 89]]","[['suspect', 2, 9]]","[['lying', 77, 82]]",[],AI_Gen,1,0,1,1,0,0,0,0,0,train
100245,"it seems like the ""tsunami"" was actually a secret naval explosion from a foreign sub.",1,1,[],[],"[['seems', 3, 8]]",[],[],AI_Gen,0,0,1,0,0,0,0,0,0,train
100246,ffs I reckon the gov is just using this storm to distract us from the truth. greedy bastards.,1,1,[],[],"[['reckon', 6, 12]]",[],"[['ffs', 0, 3], ['bastards', 82, 90]]",AI_Gen,0,0,1,0,1,0,0,0,0,train
100247,"I think the ""meteor"" was a crashed alien ship and they are covering it up right now. WAKE UP!",1,1,"[['WAKE', 86, 90], ['UP', 91, 93]]","[['!', 93, 94]]","[['think', 2, 7]]","[['covering', 58, 66]]",[],AI_Gen,1,1,1,1,0,0,0,0,0,train
100248,"It’s possible that the ""smoke"" is actually a sedative to keep the public calm during the riots.",1,1,[],[],"[['possible', 5, 13]]",[],[],AI_Gen,0,0,1,0,0,0,0,0,0,train
100249,I suspect the wildfire was actually a test for a new direct energy weapon. this shit is insane.,1,1,[],[],"[['suspect', 2, 9]]",[],"[['shit', 82, 86]]",AI_Gen,0,0,1,0,1,0,0,0,0,train
100250,"honestly, the ""flood"" was a staged event to clear out the homeless. they are so heartless!",1,1,[],"[['!', 92, 93]]",[],"[['staged', 29, 35], ['heartless', 82, 91]]",[],AI_Gen,1,0,0,1,0,0,0,0,0,train
