id,text,misinformation_label,opinion_label,all_caps,exclamation_marks,hedging,adjectives,unk,annotator,exclamation_marks_bin,all_caps_bin,hedging_bin,adjectives_bin,unk_bin,jennifer,nicole,rachelle,shiao-li
215,How unqualified and out of touch is he? I m wondering if Brian Williams would ve been better off fired rather than join this cast of characters. ,1,1,[],[],"[['would', 72, 77]]",[],[],jennifer,0,0,1,0,0,1,0,0,0
216,City Residents standing along roadside at Matka Chowk in Chandigarh in Support of Farmers protest against three Farm Laws @iepunjab @IndianExpress https://t.co/jnxyNL0kzU,1,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
217,The Next Financial Crash. 'The Writing is on the Wall'. Don't Say 'You Weren't Warned' http://t.co/H7lDx29aba,1,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
218,"It is interesting to see what people buy when stocking up for blizzard...lots of junk food and instant cocoa, pop tarts",0,1,[],[],[],"[['interesting', 6, 17]]",[],jennifer,0,0,0,1,0,1,0,0,0
219,Hahahaha get in your tornado shelter @ DaDivaEM,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
220,"Thanks to all the family, friends, and fraternity brothers for checking in on us. The Martins are going to ride out Hurricane Michael in Tallahassee. Send prayers and good vibes to the Gulf Coast!",0,0,[],"[['!', 195, 196]]",[],[],[],jennifer,1,0,0,0,0,1,0,0,0
221,"If you have the Sirius/XM app or the antenna on your vehicle, subscribers and non-subscribers can listen  to the Weather Channel’s coverage of Hurricane Michael on ch 145. #HurricaneMichael",0,0,[],[],"[['can', 94, 97]]",[],[],jennifer,0,0,1,0,0,1,0,0,0
222,Lady Gaga shares important #mentalhealth message with California wildfire evacuees. She encouraged those staying in the shelter to talk to each other about what they‚Äôve experienced. #ThursdayThoughts http://bit.ly/2DppemY¬†,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
223,"Trump telling Houstonians in a hurricane shelter that he ""absolutely could have fucked"" Pam Anderson is when he truly became President",0,1,[],[],"[['could', 69, 74]]",[],"[['fucked', 80, 86]]",jennifer,0,0,1,0,1,1,0,0,0
224,"#As Hurricane Dorian cleaned up house tops, broken walls, Survivors describe, waves crashing through their home.The Bahamas' death toll is rising as 70,000 residents left homeless by Hurricane Dorian seek food and shelter

https://www.cnn.com/2019/09/07/us/hurricane-dorian-bahamas-saturday-wxc/index.html …",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
225,So all the store's fire alarms went off today at work and we had to evacuate. I was like 'OMG!! I.S.I.S. ITS HAPPENING!!!!',0,0,"[['OMG', 90, 93], ['I.S.I.S', 96, 103], ['ITS', 105, 108], ['HAPPENING', 109, 118]]","[['!!', 93, 95], ['!!!!', 118, 122]]",[],[],[],jennifer,1,1,0,0,0,1,0,0,0
226,"Viral Fake Alert: This video is viral again, @boomlive_in had previously debunked it first in December 2018.
https://t.co/UNlzG1ffA9",1,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
227,Wild Horses of North Carolina's Outer Banks Will Ride Out Hurricane Dorian 'Butts to the Wind' - http://PEOPLE.com  https://people.com/pets/outer-banks-wild-horses-ride-out-hurricane-dorian/ … via @GoogleNews,0,0,[],[],[],[],"[['Butts', 76, 81]]",jennifer,0,0,0,0,1,1,0,0,0
228,Everyones talking about hurricane sandy and when it got close to puerto rico it was like......... *shrugs * let's go get food lol,0,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
229,RT @Motor_Depot: Sad day today...we started waving goodbye to almost 800 cars damaged in the Flood. pic.twitter.com/8w1dPn5KC5,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
230,Spending the whole weekend at my boos house during the hurricane and eating up all his food ,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
231,Scientists identify six different types of Covid-19 with differing symptoms https://t.co/PTQlVkKVgY,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
233,"I drove in this flood. Nothing like a warm house, good food, and people I love to come home to. ÓÅñ",0,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
234,"Brutal blizzard Jonas bites: 8,300 flights axed; Cars stranded for hours in Kentucky; More than a fo ... http://tinyurl.com/grk8tvz¬†",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
235,Poor ocean health threatens food security and increases flood risk: Business Green - an... http://dlvr.it/4897rq¬† #foodsecurity,0,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
236,"Donnie Wahlberg’s message for Vanilla Ice, who vows to ‘ride out’ Hurricane Matthew http://bit.ly/2dPIUQz ",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
237,Drivers form human chain to save elderly man trapped in car by Hurricane Harvey floodwaters by Mike Wright via News http://ift.tt/2vHVURO¬†,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
238,Texas Seeks Comment on Rules for Changes to Windstorm Insurer http://t.co/BP6MfJHARS,1,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
239,"#CCOT #TCOT #radiation Nuclear Emergency Tracking Center
http://t.co/KF74o2mcsC
https://t.co/N2ZHrChCGV",1,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
240,Georgia College volleyball player dies after crashing her car into a tree while trying to evacuate from Savannah ahead of Hurricane Dorian https://trib.al/Q2w4cK6 ,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
241,It's alil twister at Tha end to! I was like oh nah ??,0,1,[],"[['!', 31, 32]]",[],[],[],jennifer,1,0,0,0,0,1,0,0,0
242,@TheSmallClark 'He'll kill me instead if he survived the shot. I don't exactly know. I fled the scene and pulled the trigger with---,0,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
243,@eyewitnessnyc  mayor is reducing/closing hurricane sandy shelter locations down to 15. Does channel 7 know the 15 locations?,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
244,"Bald eagle rescued from car grill: In the aftermath of Hurricane Matthew's path through Florida, it may have ... http://cnn.it/2dWy5fD ",0,0,[],[],"[['may', 100, 103]]",[],[],jennifer,0,0,1,0,0,1,0,0,0
245,I'm sorry but I have zero sympathy for people who chose to stay and ride out Hurricane Harvey.,0,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
246,"""Police had brutally thrashed the 5-6 men. They broke someone’s hand, someone’s leg. My hand and leg are also broken. There are 8-10 stitches on my head. I am unable to speak. Policemen were saying do you want azaadi?"" said one of the victim.
https://t.co/Y5710JWsqk",1,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
247,"...Like ""A blizzard is coming!"" ""Okay! I'm going to get my eyebrows done and wash my car.""",0,0,[],"[['!', 29, 30], ['!', 37, 38]]",[],[],[],jennifer,1,0,0,0,0,1,0,0,0
248,Has Hurricane Sandy affected you? What kind of foods do you think are essential to stock up on for a storm?,0,0,[],[],"[['think', 60, 65]]",[],[],jennifer,0,0,1,0,0,1,0,0,0
249,"North Carolina - Tornado clean up with care?  Food destroyed, rubble may contain toxins. http://fb.me/115q5EXKp",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
250,"Trump still diverting attention frm his gross inactions: 
1. #Flint #WaterCrisis FOUR Years+!
2. #PuertoRico no or low, power- food- medical- housing
3. California #Wildfires 
amongst so many other issues- ie: #Tariffs rising International Trade Disasters & Instigating #Racismhttps://twitter.com/nora_kelly/status/1029364267492040705¬†‚Ä¶",0,1,[],"[['!', 92, 93]]",[],[],[],jennifer,1,0,0,0,0,1,0,0,0
251,"#Protest visuals from #Bhubaneswar, where different organisations are holding rallies against #CAA_NRC #Odisha @IndiaAheadNews https://t.co/7pGpd9PyLX",1,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
252,Drivers form human chain to save elderly man trapped in car by Hurricane Harvey floodwaters http://www.telegraph.co.uk/news/2017/08/31/drivers-form-human-chain-save-elderly-man-trapped-car-hurricane/¬†‚Ä¶,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
253,This video brilliantly dispels every one of Hillary s false claims and throws them right back in her face Absolutely brilliant!,1,1,[],"[['!', 126, 127]]",[],[],[],jennifer,1,0,0,0,0,1,0,0,0
254,"**just received this alert on my phone** Nassau EOC Dorian Update
Nassau residents are advised to stay off of roadways.  Hurricane Dorian is generating dangerous winds and unsafe conditions outdoors.  Shelter in place until further notice.",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
255,"In private speeches, Clinton claims terrorism, Russia, “not a threat” to America  https://t.co/WOv2H2qoVj https://t.co/5KlI1awuYZ",1,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
256,“@ride_thisface: Where the fuck is hurricane sandy bitch come now”NOOO ! ,0,0,"[['NOOO', 66, 70]]","[['!', 71, 72]]",[],[],"[['fuck', 27, 31]]",jennifer,1,1,0,0,1,1,0,0,0
257,"Netflix, Sex Aur Data: Bizarre Tweets Promote BJPs CAA Helpline
#indiaDoesNotSuppotCAA https://t.co/BUzz719xrc",1,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
258,"A Hurricane Worse Than Harvey Hit Texas, Before Americans Drove Cars http://freebeacon.com/issues/hurricane-worse-harvey-hit-texas-americans-drove-cars/¬†‚Ä¶",0,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
259,"RT SkyNews ""This footage shows residents fleeing their homes and navigating the #Californiafires with flames surrounding their cars. 

Read more on the deadliest wildfire in history here: http://po.st/JSDsq7¬† pic.twitter.com/owtZCGePXN""",0,0,[],[],[],"[['surrounding', 109, 120]]",[],jennifer,0,0,0,1,0,1,0,0,0
260,"""If we don't reverse the current trends in a huge way, then extreme drought, floods, wildfires, food shortages for millions of people across the globe will be the norm for everybody. Well, except,... https://www.facebook.com/story.php?story_fbid=10215202557995766&id=1187738324¬†‚Ä¶",0,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
261,Shark boy and lava girl for the third time today. I guess this is what having kids feelings like. ??????,1,1,[],[],"[['guess', 52, 57], ['feelings', 83, 91]]",[],[],jennifer,0,0,1,0,0,1,0,0,0
262,"""Get me out of here!""

This driver in California had to navigate his car through wildfires in low visibility.

More on the #CaliforniaFires here: http://po.st/ZCVIp2¬† pic.twitter.com/bkq9zbUWfM",0,0,[],"[['!', 19, 20]]",[],[],[],jennifer,1,0,0,0,0,1,0,0,0
263,"#RT @MiamiHerald: Wild horses on NC islands were able to ride out Hurricane Dorian, rescue groups say https://hrld.us/34sO40l ",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
264,What's Wrong With This Picture Of Obama Serving Food During The Hurricane (Photo) http://www.opposingviews.com/i/social/picture-reportedly-showing-obama-serving-food-after-hurricane-harvey-actually-2015¬†‚Ä¶ via @opposingviews,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
265,"@madisenbeaty Any messages for us in the path of the blizzard? U know u want to join us in NYC, right? Snow, few cars & people, it's pretty!",0,1,[],"[['!', 139, 140]]",[],[],[],jennifer,1,0,0,0,0,1,0,0,0
266,Claims of there being more votes cast than registered voters in Wisconsin appear to have a simple explanation https://t.co/eqUQDIrsGd,1,0,[],[],"[['appear', 74, 80]]",[],[],jennifer,0,0,1,0,0,1,0,0,0
267,Norovirus outbreak confirmed at #wildfires shelter. Porters wearing masks and gloves mopping floors with bleach. ¬†#janitor,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
268,Seriously nervous that my car is gonna flood #DumpedCarProbz,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
269,Austin Pets Alive is the evacuation center for shelter pets in the path of Hurricane Harvey! Pls donate $ &... http://fb.me/6yb4Mg6Y0¬†,0,0,[],"[['!', 91, 92]]",[],[],[],jennifer,1,0,0,0,0,1,0,0,0
270,"WATCH:  First-hand look at the devastation in Bahamas from Hurricane Dorian Up to 10,000 people in Abaco are in need of food, water and shelter as rescue teams search for surviv",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
271,"The Bahamas' death toll is rising as 70,000 residents left homeless by Hurricane Dorian seek food and shelter
https://www.cnn.com/2019/09/07/us/hurricane-dorian-bahamas-saturday-wxc/index.html …",0,0,[],[],[],"[['homeless', 59, 67]]",[],jennifer,0,0,0,1,0,1,0,0,0
272,He got into a taxi because he wanted a ride out of the area of the hurricane.  Did you think he could call Uber? :-) https://twitter.com/Breaking911/status/901568841221844993¬†‚Ä¶,0,0,[],[],"[['think', 87, 92], ['could', 96, 101]]",[],[],jennifer,0,0,1,0,0,1,0,0,0
273,"After Hurricane Dorian, Celebrity cruise ship in Bahamas reroutes to deliver food, aid https://www.nbcnews.com/news/world/after-hurricane-dorian-celebrity-cruise-ship-bahamas-reroutes-deliver-food-n1050796 …",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
274,Dave Grohl delivers food to first responders fighting California wildfires. via /r/UpliftingNews http://bit.ly/2B4xEOZ¬†pic.twitter.com/JJjCTjMYyi,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
275,"#tornado - 4 SE STONEWALL, #LA -- HWY 5 WEST OF 175..TREES DOWN AND NUMEROUS POWER LINES DOWNED. 1 TREE FELL ON A VEHICLE (SHV)",0,0,"[['HWY', 34, 37], ['WEST', 40, 44], ['OF', 45, 47], ['TREES', 53, 58], ['DOWN', 59, 63], ['AND', 64, 67], ['NUMEROUS', 68, 76], ['SE', 13, 15], ['STONEWALL', 16, 25], ['POWER', 77, 82], ['LINES', 83, 88], ['DOWNED', 89, 95], ['TREE', 99, 103], ['FELL', 104, 108], ['ON', 109, 111], ['VEHICLE', 114, 121], ['A', 112, 113], ['SHV', 123, 126]]",[],[],[],[],jennifer,0,1,0,0,0,1,0,0,0
276,"No, Priyanka Gandhi is not wearing a cross; 2017 rally picture photoshopped 
Why @BJP4India &amp; @narendramodi IT Cell Team spreading the #FakeNews on Social Media?

https://t.co/8vDdMgbGAd via @AltNews",1,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
277,"Flying back to STL just learned a tornado hit the airport. Glad friends r ok, car may be in ruins :-/",0,0,[],[],"[['may', 82, 85]]",[],[],jennifer,0,0,1,0,0,1,0,0,0
278,UPDATE: hurricane Matthew barley hit and i already ate all the food,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
279,Let her go - Passenger,1,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
280,Tesla remotely extends car batteries to help with Hurricane Michael via /r/technology https://ift.tt/2CBkI4V ,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
281,After surviving hurricane Matthew it's too bad that Alamo car rental couldn't hold my reservation for 2 hrs. #Alamosucks,0,1,[],[],"[[""couldn't"", 69, 77]]",[],[],jennifer,0,0,1,0,0,1,0,0,0
282,"I love this project!! As we prepare for the blizzard, make sure you have plenty of your pup's foods and meds on... http://fb.me/NZxsTvfC¬†",0,1,[],"[['!!', 19, 21]]","[['sure', 59, 63]]",[],[],jennifer,1,0,1,0,0,1,0,0,0
283,who wants to make my dreams come tru and buy me an inflatable Millenium Falcon to ride out hurricanes on when Climate Change gets real bad,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
284,#MailOnline BREAKING NEWS: 25 people rescued from cars trapped in flood water in Dorset: Dorset Fire Control s... http://dailym.ai/1lcnFVJ¬†,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
285,HSUS transports shelter animals in advance of Hurricane Matthew http://goo.gl/iurjT5 ,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
286,"You can't watch 'Home Alone 2' without telling your kids 
'she used to be on Casualty'. 
#Homealone2 #film4",1,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
288,"BREAKING NEWS: 

Nancy Pelosi Caught Once Again Trying to Include Abortion Funding in Coronavirus Bill 

https://t.co/rGVkya8ybj",1,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
289,Central Mass. fruit trees escape heavy damage after wind hail http://t.co/VbFfodtP6M,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
290,"RT @TweetWorcester: Blizzard of '78 Party Fri Feb 5 5-8pm @WorcesterCommon Oval. Live music, food trucks & skating! pic.twitter.com/hWZ4IPi6TY",0,0,[],"[['!', 114, 115]]",[],[],[],jennifer,1,0,0,0,0,1,0,0,0
291,"Streep s shameful attempt to paint Trump as a heartless human being to Golden Globe Award viewers can be found near the middle of this clip:At tonight's #GoldenGlobes we honor Hollywood legend Meryl Streep with the prestigious Cecil B. Demille Award. pic.twitter.com/dxpeCDNXY6  Golden Globe Awards (@goldenglobes) January 9, 2017Now watch the video that proves Meryl Streep was fabricating (acting) her story out without real evidence that Donald Trump  mocked a disabled reporter:",1,1,[],[],"[['can', 98, 101]]","[['shameful', 9, 17], ['heartless', 46, 55]]",[],jennifer,0,0,1,1,0,1,0,0,0
292,Evacuation orders fall flat as some choose to 'ride out' Hurricane Matthew http://dlvr.it/MPjrtQ  #econ #mises #keynes,0,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
293,My dad is really going to wash his car like there ain't a hurricane about to hit,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
294,"No food, no #FEMA: Hurricane Michael’s survivors are furious -Nearly all homes, businesses, stores, banks, schools are severely damaged or destroyed, skeletal remains with blown out windows or crushed facades. To residents, it is unrecognizable. #Trumphttps://apple.news/APp4E5UMtQT2ULJVMPM0ovw …",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
295,"It's directly in the Lucid Hurricane videos, you can hear it and you can see the car sped up after the pole hit the bumper + cracked bumper.",0,0,[],[],"[['can', 49, 52], ['can', 69, 72]]",[],[],jennifer,0,0,1,0,0,1,0,0,0
296,Car engulfed in flames backs up traffic at ParleyÛªs Summit http://t.co/RmucfjCaZr,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
297,@Twindian i would much rather wake up to the smell of food than a tornado.,0,1,[],[],"[['would', 13, 18], ['rather', 24, 30]]",[],[],jennifer,0,0,1,0,0,1,0,0,0
298,"Nice!/ After Hurricane Dorian, Celebrity cruise ship in Bahamas reroutes to deliver food, aid https://www.nbcnews.com/news/world/after-hurricane-dorian-celebrity-cruise-ship-bahamas-reroutes-deliver-food-n1050796?cid=eml_nbn_20190907 … https://www.nbcnews.com/news/world/after-hurricane-dorian-celebrity-cruise-ship-bahamas-reroutes-deliver-food-n1050796 …",0,1,[],"[['!', 4, 5]]",[],[],[],jennifer,1,0,0,0,0,1,0,0,0
299,No se? I spent my money on this damn hurricane and left all the food and water in Corpus & had to give what I had left to my parents to buy,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
300,"Florida dealers brace as Hurricane Dorian approaches: Earl Stewart, whose Earl Stewart Toyota is but 1,000 yards from the Atlantic Intracoastal Waterway, reflected the experience of a state where it’s more common to see a… http://www.automotivetestdrivers.com/florida-dealers-brace-hurricane-dorian-approaches/?utm_source=dlvr.it&utm_medium=twitter … #Cars #Autos #Automotive",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
301,"A new study proposes COVID19 may have jumped from animal to humans long before the 1st detection in Wuhan, echoing growing scientific evidence that suggests the origin of the virus may not have been in China

(this is my Chinese propaganda for the day 🇨🇳)

https://t.co/6h2fVhy7Ep",1,1,[],[],"[['may', 29, 32], ['may', 181, 184]]","[['growing', 115, 122]]",[],jennifer,0,0,1,1,0,1,0,0,0
302,RT @cbs11news: MABANK: Confirmed tornado in the city. Please take shelter. #txwx,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
303,"‘Last Night Was Just Hell’: Father Describes Death of Girl, 11, During Hurricane Michael - https://www.nytimes.com/2018/10/11/us/hurricane-michael-girl-dead.html … Terrible that a kid has to die due to the insane arrogance of the adults who sit & ride out a hurricane but there are lots more just like them! #rt #WTF",0,1,[],"[['!', 306, 307]]",[],"[['Terrible', 164, 172]]",[],jennifer,1,0,0,1,0,1,0,0,0
304,Florida seeks shelter for 400 animals as Hurricane Dorian gets closer https://cnn.it/2zH7YpW ,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
305,"***LANGUAGE WARNING***I admittedly (and intentionally) haven t seen too many Ben Affleck movies, but watching this rabid defender of Islam, Ben Affleck go off the rails over the  deflate gate  controversy left me wondering about this belligerent Hollywood leftist. Does Affleck typically slur his 4-letter words while appearing to be cross-eyed during interviews?Here is Affleck defending Islam in an over the top response to leftist Bill Maher s comments:",1,1,"[['LANGUAGE', 3, 11], ['WARNING', 12, 19]]",[],"[['appearing', 318, 327]]",[],[],jennifer,0,1,1,0,0,1,0,0,0
306,"A total of 44 people have been killed in California's devastating wildfire as authorities continue to find bodies in burnt-out cars and homes. 

https://planetradio.co.uk/metro/sky/world/california-wildfire-deaths-rise-to-44-as-more-bodies-are-found-in-cars-and-homes/¬†‚Ä¶",0,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
307,"#CaliforniaWildfires White House on Sunday morning declared that a major disaster exists in California, a move that makes it easier for residents, businesses, cities and counties to gain access to federal money, food aid and other programs #wildfires #wildfire #fire #California",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
308,"You can lose everything , be deported, get turned away from shelter & get washed away in a dangerous hurricane. My heart  https://twitter.com/polkcosheriff/status/905438093527928834¬†‚Ä¶",0,1,[],[],"[['can', 4, 7]]",[],[],jennifer,0,0,1,0,0,1,0,0,0
309,Don't blame him! Florida stork finds shelter from Hurricane Matthew in bathroom http://nydn.us/2dKCypz ,0,1,[],"[['!', 15, 16]]",[],[],[],jennifer,1,0,0,0,0,1,0,0,0
310,"A massive storm surge in the Bahamas killed about 220 dogs and 50 cats in an animal shelter during Hurricane Dorian, according to staffers at the shelter https://cnn.it/2UIQqDu ",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
311,Ow i love this #tattoo so much! Haha #relate #food :3 (sorry for the flood of pics) #bored @ home‚Ä¶ http://instagram.com/p/fSvudnFA-V/¬†,0,1,[],"[['!', 30, 31]]",[],[],[],jennifer,1,0,0,0,0,1,0,0,0
312,"Due to Hurricane Harvey, our Mobile Food Pantry distributions & volunteer shifts for tomorrow have been canceled. Stay tuned for updates. pic.twitter.com/9jZJGxtgQm",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
313,"RT @wsfa12news East coast digging out from huge blizzard. Storm blamed for 30 deaths, mainly car accidents and heart attacks while‚Ä¶",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
314,"An image of @AUThackeray, Cabinet Minister of Tourism &amp; Environment, Maharashtra, sitting in the driver's seat of a car with a woman next to him is viral with a false claim that it shows Thackeray sitting with #RheaChakraborty. @MumbaiPolice @DishPatani

https://t.co/YGsKE1Glyq",1,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
315,"$40000.00 from wildfire account for a helicopter ride to play golf with Mike Pence! SOB hasn‚Äôt to go. How much will it take?
#VoteBlue2020 #racistGOP #Impeach45https://twitter.com/CREWcrew/status/1066715665782972416¬†‚Ä¶",0,1,"[['SOB', 84, 87]]",[],[],[],"[['SOB', 84, 87]]",jennifer,0,1,0,0,1,1,0,0,0
316,We are currently all sick with food poisoning! Ripped through us all like wildfire. Tonight is night 2 here and we still haven‚Äôt seen anything yet. Hopefully tomorrow will be a better day! ‚Äî at Sick bed genoa https://www.facebook.com/524504921/posts/10157695233904922/¬†‚Ä¶,0,1,[],"[['!', 189, 190]]","[['Hopefully', 150, 159]]",[],[],jennifer,1,0,1,0,0,1,0,0,0
317,"Trying to decide if I'm evil enough to make someone deliver me food on a bike, in NYC, during a blizzard",0,1,[],[],"[['decide', 10, 16]]",[],[],jennifer,0,0,1,0,0,1,0,0,0
318,"ICYMI: Why the new coronavirus variant is such a worry -- a clear look at the alarmingly simple math behind the prospect of exponential growth in transmission. via @zeynep

https://t.co/JdwtG9IH9V https://t.co/jPequ77k0T",1,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
319,@ChrisDanielShow Nearly-Fatal Pee in San Francisco http://t.co/1tvlFrhm1m,1,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
320,How low is your I.Q because why else would ya think the hawk will seek refuge in your car due to a hurricane ya twat... https://twitter.com/nbcnews/status/901548735381065728¬†‚Ä¶,0,1,[],[],"[['would', 37, 42], ['think', 46, 51]]",[],"[['twat', 112, 116]]",jennifer,0,0,1,0,1,1,0,0,0
321,Here's everything you need to know about the #InsurrectionAct https://t.co/BbfljFN3RO,1,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
322,Taking shelter in Chesterfield Mall from tornado. Love the Midwest.  Go get em @reedtimmerTVN,0,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
323,Investigators say a fatal Virgin Galactic spaceship crash last year was caused by structural failure after the coÛ_,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
324,"An old satirical article claiming thousands of genetically modified mosquitoes inoculated with Viagra have potentially escaped from a Wuhan lab was revived amid COVID. The story was believed to be true by many. #AltNewsFactCheck | @ArchitMeta 
https://t.co/8ojFgIqbgp",1,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
325,"Wildfires, tornado warnings, golfsize hail, a 52 car pileup outside of dallas, a whole town evacuated because of fire, prayers to all in tx.",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
326,NC man shot and killed Good Samaritan trying to help him with stalled car in blizzard: cops http://www.rawstory.com/2016/01/nc-man-accused-of-executing-good-samaritan-trying-to-help-him-with-stalled-car-in-blizzard/#.VqQPZWDwsfU.twitter¬†‚Ä¶,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
327,Stop by Academy Sports on HWY150 & donate non-perishable food items as we help our neighbors suffering from the devastating Tornado 6am-10pm,0,1,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
328,"No food, no FEMA: Hurricane Michael's survivors are furious - The Daily Beast #FEMA #ClimateChange https://apple.news/APp4E5UMtQT2ULJVMPM0ovw …",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
329,Hurricane Harvey: rescuers reach people trapped on vehicle roof as waters rise by Telegraph Video via News http://ift.tt/2wGR0rT¬†,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
330,@JaydenNotJared I can't help it. Hope you're ok. Text me if you need to talk. Sending hugs your way. PS no bleeding to death allowed,1,0,[],[],"[['Hope', 33, 37]]",[],[],jennifer,0,0,1,0,0,1,0,0,0
331,"So far I've survived a blizzard, flood, hurricane 3, eclipse, car accident, earthquake, a cruise,flying & most of all the real world for now",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
332,"California Wildfires Kill at Least 5 Trapped in Cars as They Fled by THOMAS FULLER, MATTHEW HAAG and JENNIFER¬†MEDINA https://global9janews.wordpress.com/2018/11/09/california-wildfires-kill-at-least-5-trapped-in-cars-as-they-fled-by-thomas-fuller-matthew-haag-and-jennifer-medina/¬†‚Ä¶pic.twitter.com/ldHeGvhjC6",0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
333,Found my car this morning covered in ash. San Francisco Bay area is again enveloped in smog from the nearby wildfire. On photo: the absence of the city on the horizon and postapocalyptic noon sun. When this season of fires will finally be over?? Please send us rain #CampFirepic.twitter.com/RINXlY5fO3,0,0,[],[],[],[],[],jennifer,0,0,0,0,0,1,0,0,0
